nodeid,lat,long
90947,40.7613,-73.9507
90948,40.7613,-73.9505
90949,40.7613,-73.9504
90950,40.7613,-73.9503
90951,40.7613,-73.9356
90952,40.7613,-73.9355
90953,40.7613,-73.9354
90954,40.7613,-73.9353
90955,40.7613,-73.9308
90956,40.7613,-73.9307
90957,40.7613,-73.9305
90958,40.7613,-73.9239
90959,40.7613,-73.9237
90960,40.7613,-73.916
90961,40.7613,-73.9096
90962,40.7613,-73.9095
90963,40.7613,-73.9072
90964,40.7613,-73.8189
90965,40.7613,-73.7273
90966,40.7614,-74.0001
90967,40.7614,-74.0
90968,40.7614,-73.9999
90969,40.7614,-73.9998
90970,40.7614,-73.9997
90971,40.7614,-73.9996
90972,40.7614,-73.9995
90973,40.7614,-73.9994
90974,40.7614,-73.9993
90975,40.7614,-73.9992
90976,40.7614,-73.9991
90977,40.7614,-73.999
90978,40.7614,-73.9988
90979,40.7614,-73.9987
90980,40.7614,-73.9986
90981,40.7614,-73.998
90982,40.7614,-73.9979
90983,40.7614,-73.9978
90984,40.7614,-73.9977
90985,40.7614,-73.9976
90986,40.7614,-73.9975
90987,40.7614,-73.9974
90988,40.7614,-73.9972
90989,40.7614,-73.997
90990,40.7614,-73.9944
90991,40.7614,-73.9942
90992,40.7614,-73.9941
90993,40.7614,-73.994
90994,40.7614,-73.9939
90995,40.7614,-73.9937
90996,40.7614,-73.9936
90997,40.7614,-73.9935
90998,40.7614,-73.9933
90999,40.7614,-73.9919
91000,40.7614,-73.9917
91001,40.7614,-73.9907
91002,40.7614,-73.9906
91003,40.7614,-73.9905
91004,40.7614,-73.9904
91005,40.7614,-73.9903
91006,40.7614,-73.9901
91007,40.7614,-73.99
91008,40.7614,-73.9898
91009,40.7614,-73.9897
91010,40.7614,-73.9896
91011,40.7614,-73.9894
91012,40.7614,-73.9889
91013,40.7614,-73.9882
91014,40.7614,-73.9878
91015,40.7614,-73.9875
91016,40.7614,-73.9874
91017,40.7614,-73.9873
91018,40.7614,-73.9872
91019,40.7614,-73.9871
91020,40.7614,-73.987
91021,40.7614,-73.9869
91022,40.7614,-73.9868
91023,40.7614,-73.9867
91024,40.7614,-73.9866
91025,40.7614,-73.9865
91026,40.7614,-73.9864
91027,40.7614,-73.9863
91028,40.7614,-73.9862
91029,40.7614,-73.986
91030,40.7614,-73.9859
91031,40.7614,-73.9857
91032,40.7614,-73.9855
91033,40.7614,-73.9853
91034,40.7614,-73.9852
91035,40.7614,-73.9851
91036,40.7614,-73.9849
91037,40.7614,-73.9848
91038,40.7614,-73.9847
91039,40.7614,-73.9846
91040,40.7614,-73.9845
91041,40.7614,-73.9844
91042,40.7614,-73.9843
91043,40.7614,-73.9842
91044,40.7614,-73.9841
91045,40.7614,-73.984
91046,40.7614,-73.9839
91047,40.7614,-73.9838
91048,40.7614,-73.9836
91049,40.7614,-73.9835
91050,40.7614,-73.9834
91051,40.7614,-73.983
91052,40.7614,-73.9829
91053,40.7614,-73.9828
91054,40.7614,-73.9825
91055,40.7614,-73.982
91056,40.7614,-73.9818
91057,40.7614,-73.9817
91058,40.7614,-73.9816
91059,40.7614,-73.9815
91060,40.7614,-73.9814
91061,40.7614,-73.9812
91062,40.7614,-73.981
91063,40.7614,-73.9808
91064,40.7614,-73.9807
91065,40.7614,-73.9805
91066,40.7614,-73.9804
91067,40.7614,-73.9803
91068,40.7614,-73.9801
91069,40.7614,-73.98
91070,40.7614,-73.9799
91071,40.7614,-73.9798
91072,40.7614,-73.9797
91073,40.7614,-73.9796
91074,40.7614,-73.9795
91075,40.7614,-73.9794
91076,40.7614,-73.9793
91077,40.7614,-73.9792
91078,40.7614,-73.9791
91079,40.7614,-73.979
91080,40.7614,-73.9789
91081,40.7614,-73.9788
91082,40.7614,-73.9787
91083,40.7614,-73.9786
91084,40.7614,-73.9785
91085,40.7614,-73.9784
91086,40.7614,-73.9783
91087,40.7614,-73.9782
91088,40.7614,-73.9781
91089,40.7614,-73.978
91090,40.7614,-73.9779
91091,40.7614,-73.9778
91092,40.7614,-73.9777
91093,40.7614,-73.9776
91094,40.7614,-73.9774
91095,40.7614,-73.9773
91096,40.7614,-73.9772
91097,40.7614,-73.9771
91098,40.7614,-73.9768
91099,40.7614,-73.9767
91100,40.7614,-73.9764
91101,40.7614,-73.9761
91102,40.7614,-73.976
91103,40.7614,-73.9759
91104,40.7614,-73.9755
91105,40.7614,-73.9754
91106,40.7614,-73.9753
91107,40.7614,-73.9752
91108,40.7614,-73.9751
91109,40.7614,-73.975
91110,40.7614,-73.9749
91111,40.7614,-73.9748
91112,40.7614,-73.9747
91113,40.7614,-73.9746
91114,40.7614,-73.9745
91115,40.7614,-73.9743
91116,40.7614,-73.9742
91117,40.7614,-73.9741
91118,40.7614,-73.974
91119,40.7614,-73.9735
91120,40.7614,-73.9734
91121,40.7614,-73.9732
91122,40.7614,-73.973
91123,40.7614,-73.9729
91124,40.7614,-73.9728
91125,40.7614,-73.9727
91126,40.7614,-73.9726
91127,40.7614,-73.9724
91128,40.7614,-73.972
91129,40.7614,-73.9718
91130,40.7614,-73.9715
91131,40.7614,-73.9714
91132,40.7614,-73.9713
91133,40.7614,-73.9712
91134,40.7614,-73.9711
91135,40.7614,-73.971
91136,40.7614,-73.9709
91137,40.7614,-73.9708
91138,40.7614,-73.9707
91139,40.7614,-73.9706
91140,40.7614,-73.9705
91141,40.7614,-73.9704
91142,40.7614,-73.9702
91143,40.7614,-73.9701
91144,40.7614,-73.97
91145,40.7614,-73.9699
91146,40.7614,-73.9698
91147,40.7614,-73.9697
91148,40.7614,-73.9696
91149,40.7614,-73.9695
91150,40.7614,-73.9694
91151,40.7614,-73.9693
91152,40.7614,-73.9692
91153,40.7614,-73.9691
91154,40.7614,-73.969
91155,40.7614,-73.9689
91156,40.7614,-73.9688
91157,40.7614,-73.9687
91158,40.7614,-73.9686
91159,40.7614,-73.9685
91160,40.7614,-73.9684
91161,40.7614,-73.9683
91162,40.7614,-73.9682
91163,40.7614,-73.9681
91164,40.7614,-73.968
91165,40.7614,-73.9678
91166,40.7614,-73.9676
91167,40.7614,-73.9675
91168,40.7614,-73.9674
91169,40.7614,-73.9672
91170,40.7614,-73.9671
91171,40.7614,-73.967
91172,40.7614,-73.9669
91173,40.7614,-73.9668
91174,40.7614,-73.9667
91175,40.7614,-73.9666
91176,40.7614,-73.9665
91177,40.7614,-73.9664
91178,40.7614,-73.9663
91179,40.7614,-73.9661
91180,40.7614,-73.966
91181,40.7614,-73.9657
91182,40.7614,-73.9654
91183,40.7614,-73.9645
91184,40.7614,-73.9644
91185,40.7614,-73.9642
91186,40.7614,-73.9641
91187,40.7614,-73.964
91188,40.7614,-73.9639
91189,40.7614,-73.9638
91190,40.7614,-73.9637
91191,40.7614,-73.9635
91192,40.7614,-73.9627
91193,40.7614,-73.9626
91194,40.7614,-73.9624
91195,40.7614,-73.9623
91196,40.7614,-73.9609
91197,40.7614,-73.9608
91198,40.7614,-73.9607
91199,40.7614,-73.9606
91200,40.7614,-73.9605
91201,40.7614,-73.9604
91202,40.7614,-73.9589
91203,40.7614,-73.9583
91204,40.7614,-73.958
91205,40.7614,-73.9579
91206,40.7614,-73.9578
91207,40.7614,-73.9577
91208,40.7614,-73.9576
91209,40.7614,-73.9575
91210,40.7614,-73.9503
91211,40.7614,-73.9356
91212,40.7614,-73.931
91213,40.7614,-73.9305
91214,40.7614,-73.9304
91215,40.7614,-73.9271
91216,40.7614,-73.9269
91217,40.7614,-73.9249
91218,40.7614,-73.9242
91219,40.7614,-73.924
91220,40.7614,-73.9239
91221,40.7614,-73.9214
91222,40.7614,-73.9193
91223,40.7614,-73.9159
91224,40.7614,-73.9115
91225,40.7615,-74.0015
91226,40.7615,-74.0009
91227,40.7615,-74.0003
91228,40.7615,-74.0002
91229,40.7615,-74.0001
91230,40.7615,-74.0
91231,40.7615,-73.9999
91232,40.7615,-73.9998
91233,40.7615,-73.9997
91234,40.7615,-73.9996
91235,40.7615,-73.9995
91236,40.7615,-73.9994
91237,40.7615,-73.9993
91238,40.7615,-73.9991
91239,40.7615,-73.999
91240,40.7615,-73.9989
91241,40.7615,-73.9988
91242,40.7615,-73.9986
91243,40.7615,-73.9979
91244,40.7615,-73.9978
91245,40.7615,-73.9977
91246,40.7615,-73.9972
91247,40.7615,-73.997
91248,40.7615,-73.996
91249,40.7615,-73.9945
91250,40.7615,-73.9943
91251,40.7615,-73.9942
91252,40.7615,-73.9941
91253,40.7615,-73.994
91254,40.7615,-73.9939
91255,40.7615,-73.9938
91256,40.7615,-73.9937
91257,40.7615,-73.9933
91258,40.7615,-73.9922
91259,40.7615,-73.9919
91260,40.7615,-73.9906
91261,40.7615,-73.9905
91262,40.7615,-73.9904
91263,40.7615,-73.9903
91264,40.7615,-73.9902
91265,40.7615,-73.9901
91266,40.7615,-73.99
91267,40.7615,-73.9899
91268,40.7615,-73.9883
91269,40.7615,-73.9882
91270,40.7615,-73.9881
91271,40.7615,-73.988
91272,40.7615,-73.9879
91273,40.7615,-73.9878
91274,40.7615,-73.9875
91275,40.7615,-73.9872
91276,40.7615,-73.987
91277,40.7615,-73.9869
91278,40.7615,-73.9868
91279,40.7615,-73.9867
91280,40.7615,-73.9866
91281,40.7615,-73.9865
91282,40.7615,-73.9864
91283,40.7615,-73.9863
91284,40.7615,-73.986
91285,40.7615,-73.9859
91286,40.7615,-73.9858
91287,40.7615,-73.9857
91288,40.7615,-73.9856
91289,40.7615,-73.9854
91290,40.7615,-73.9853
91291,40.7615,-73.9849
91292,40.7615,-73.9848
91293,40.7615,-73.9847
91294,40.7615,-73.9845
91295,40.7615,-73.9843
91296,40.7615,-73.9842
91297,40.7615,-73.9841
91298,40.7615,-73.984
91299,40.7615,-73.9839
91300,40.7615,-73.9838
91301,40.7615,-73.9835
91302,40.7615,-73.9834
91303,40.7615,-73.9832
91304,40.7615,-73.9831
91305,40.7615,-73.983
91306,40.7615,-73.9829
91307,40.7615,-73.9828
91308,40.7615,-73.9827
91309,40.7615,-73.9825
91310,40.7615,-73.9824
91311,40.7615,-73.9823
91312,40.7615,-73.9822
91313,40.7615,-73.9821
91314,40.7615,-73.982
91315,40.7615,-73.9819
91316,40.7615,-73.9818
91317,40.7615,-73.9817
91318,40.7615,-73.9816
91319,40.7615,-73.9815
91320,40.7615,-73.9814
91321,40.7615,-73.9811
91322,40.7615,-73.981
91323,40.7615,-73.9809
91324,40.7615,-73.9807
91325,40.7615,-73.9804
91326,40.7615,-73.9803
91327,40.7615,-73.9802
91328,40.7615,-73.9801
91329,40.7615,-73.9798
91330,40.7615,-73.9797
91331,40.7615,-73.9796
91332,40.7615,-73.9795
91333,40.7615,-73.9794
91334,40.7615,-73.9793
91335,40.7615,-73.9792
91336,40.7615,-73.9791
91337,40.7615,-73.979
91338,40.7615,-73.9789
91339,40.7615,-73.9788
91340,40.7615,-73.9787
91341,40.7615,-73.9786
91342,40.7615,-73.9785
91343,40.7615,-73.9784
91344,40.7615,-73.9783
91345,40.7615,-73.978
91346,40.7615,-73.9779
91347,40.7615,-73.9778
91348,40.7615,-73.9776
91349,40.7615,-73.9775
91350,40.7615,-73.9774
91351,40.7615,-73.9773
91352,40.7615,-73.9772
91353,40.7615,-73.9771
91354,40.7615,-73.9769
91355,40.7615,-73.9768
91356,40.7615,-73.9766
91357,40.7615,-73.9763
91358,40.7615,-73.9761
91359,40.7615,-73.9755
91360,40.7615,-73.9754
91361,40.7615,-73.9753
91362,40.7615,-73.9752
91363,40.7615,-73.9751
91364,40.7615,-73.975
91365,40.7615,-73.9749
91366,40.7615,-73.9748
91367,40.7615,-73.9747
91368,40.7615,-73.9746
91369,40.7615,-73.9745
91370,40.7615,-73.9744
91371,40.7615,-73.9743
91372,40.7615,-73.9741
91373,40.7615,-73.9736
91374,40.7615,-73.9734
91375,40.7615,-73.9733
91376,40.7615,-73.9732
91377,40.7615,-73.9731
91378,40.7615,-73.973
91379,40.7615,-73.9729
91380,40.7615,-73.9728
91381,40.7615,-73.9726
91382,40.7615,-73.9725
91383,40.7615,-73.9723
91384,40.7615,-73.9722
91385,40.7615,-73.972
91386,40.7615,-73.9719
91387,40.7615,-73.9718
91388,40.7615,-73.9715
91389,40.7615,-73.9713
91390,40.7615,-73.9711
91391,40.7615,-73.9709
91392,40.7615,-73.9708
91393,40.7615,-73.9707
91394,40.7615,-73.9706
91395,40.7615,-73.9705
91396,40.7615,-73.9704
91397,40.7615,-73.9703
91398,40.7615,-73.9701
91399,40.7615,-73.97
91400,40.7615,-73.9699
91401,40.7615,-73.9698
91402,40.7615,-73.9696
91403,40.7615,-73.9695
91404,40.7615,-73.9693
91405,40.7615,-73.9692
91406,40.7615,-73.9691
91407,40.7615,-73.969
91408,40.7615,-73.9689
91409,40.7615,-73.9688
91410,40.7615,-73.9687
91411,40.7615,-73.9686
91412,40.7615,-73.9685
91413,40.7615,-73.9684
91414,40.7615,-73.9683
91415,40.7615,-73.9682
91416,40.7615,-73.9681
91417,40.7615,-73.968
91418,40.7615,-73.9672
91419,40.7615,-73.9671
91420,40.7615,-73.967
91421,40.7615,-73.9669
91422,40.7615,-73.9668
91423,40.7615,-73.9667
91424,40.7615,-73.9666
91425,40.7615,-73.9665
91426,40.7615,-73.9664
91427,40.7615,-73.9663
91428,40.7615,-73.9662
91429,40.7615,-73.9661
91430,40.7615,-73.966
91431,40.7615,-73.9657
91432,40.7615,-73.9654
91433,40.7615,-73.9653
91434,40.7615,-73.9646
91435,40.7615,-73.9645
91436,40.7615,-73.9644
91437,40.7615,-73.9639
91438,40.7615,-73.9638
91439,40.7615,-73.9637
91440,40.7615,-73.9636
91441,40.7615,-73.9635
91442,40.7615,-73.963
91443,40.7615,-73.9628
91444,40.7615,-73.9627
91445,40.7615,-73.9626
91446,40.7615,-73.9622
91447,40.7615,-73.962
91448,40.7615,-73.9609
91449,40.7615,-73.9607
91450,40.7615,-73.9606
91451,40.7615,-73.9605
91452,40.7615,-73.9604
91453,40.7615,-73.959
91454,40.7615,-73.9588
91455,40.7615,-73.9585
91456,40.7615,-73.9579
91457,40.7615,-73.9578
91458,40.7615,-73.9577
91459,40.7615,-73.9576
91460,40.7615,-73.9573
91461,40.7615,-73.9505
91462,40.7615,-73.9504
91463,40.7615,-73.9319
91464,40.7615,-73.9304
91465,40.7615,-73.9303
91466,40.7615,-73.9258
91467,40.7615,-73.9248
91468,40.7615,-73.9247
91469,40.7615,-73.9246
91470,40.7615,-73.9245
91471,40.7615,-73.9243
91472,40.7615,-73.9236
91473,40.7615,-73.9214
91474,40.7615,-73.9203
91475,40.7615,-73.9174
91476,40.7615,-73.9173
91477,40.7615,-73.916
91478,40.7615,-73.9104
91479,40.7615,-73.9099
91480,40.7615,-73.9093
91481,40.7615,-73.9021
91482,40.7615,-73.8977
91483,40.7615,-73.8644
91484,40.7616,-74.0018
91485,40.7616,-74.0008
91486,40.7616,-74.0005
91487,40.7616,-74.0004
91488,40.7616,-74.0003
91489,40.7616,-74.0002
91490,40.7616,-74.0001
91491,40.7616,-74.0
91492,40.7616,-73.9999
91493,40.7616,-73.9998
91494,40.7616,-73.9997
91495,40.7616,-73.9996
91496,40.7616,-73.9995
91497,40.7616,-73.9994
91498,40.7616,-73.9987
91499,40.7616,-73.9986
91500,40.7616,-73.9984
91501,40.7616,-73.998
91502,40.7616,-73.9979
91503,40.7616,-73.9978
91504,40.7616,-73.9977
91505,40.7616,-73.9976
91506,40.7616,-73.9973
91507,40.7616,-73.9943
91508,40.7616,-73.9941
91509,40.7616,-73.994
91510,40.7616,-73.9939
91511,40.7616,-73.9938
91512,40.7616,-73.9936
91513,40.7616,-73.9924
91514,40.7616,-73.9923
91515,40.7616,-73.9921
91516,40.7616,-73.9905
91517,40.7616,-73.9904
91518,40.7616,-73.9903
91519,40.7616,-73.9902
91520,40.7616,-73.9901
91521,40.7616,-73.9895
91522,40.7616,-73.9892
91523,40.7616,-73.9884
91524,40.7616,-73.9883
91525,40.7616,-73.9882
91526,40.7616,-73.9881
91527,40.7616,-73.988
91528,40.7616,-73.9879
91529,40.7616,-73.9878
91530,40.7616,-73.9875
91531,40.7616,-73.9873
91532,40.7616,-73.9872
91533,40.7616,-73.987
91534,40.7616,-73.9869
91535,40.7616,-73.9868
91536,40.7616,-73.9867
91537,40.7616,-73.9866
91538,40.7616,-73.9865
91539,40.7616,-73.9864
91540,40.7616,-73.9863
91541,40.7616,-73.9861
91542,40.7616,-73.986
91543,40.7616,-73.9859
91544,40.7616,-73.9856
91545,40.7616,-73.9855
91546,40.7616,-73.9854
91547,40.7616,-73.9853
91548,40.7616,-73.9851
91549,40.7616,-73.9848
91550,40.7616,-73.9847
91551,40.7616,-73.9846
91552,40.7616,-73.9845
91553,40.7616,-73.9844
91554,40.7616,-73.9843
91555,40.7616,-73.9842
91556,40.7616,-73.9841
91557,40.7616,-73.984
91558,40.7616,-73.9838
91559,40.7616,-73.9837
91560,40.7616,-73.9836
91561,40.7616,-73.9835
91562,40.7616,-73.9833
91563,40.7616,-73.9832
91564,40.7616,-73.9831
91565,40.7616,-73.983
91566,40.7616,-73.9829
91567,40.7616,-73.9828
91568,40.7616,-73.9827
91569,40.7616,-73.9826
91570,40.7616,-73.9825
91571,40.7616,-73.9824
91572,40.7616,-73.9823
91573,40.7616,-73.9822
91574,40.7616,-73.9819
91575,40.7616,-73.9818
91576,40.7616,-73.9815
91577,40.7616,-73.9811
91578,40.7616,-73.981
91579,40.7616,-73.9809
91580,40.7616,-73.9806
91581,40.7616,-73.9805
91582,40.7616,-73.9803
91583,40.7616,-73.98
91584,40.7616,-73.9798
91585,40.7616,-73.9797
91586,40.7616,-73.9796
91587,40.7616,-73.9795
91588,40.7616,-73.9794
91589,40.7616,-73.9793
91590,40.7616,-73.9792
91591,40.7616,-73.9791
91592,40.7616,-73.979
91593,40.7616,-73.9789
91594,40.7616,-73.9788
91595,40.7616,-73.9787
91596,40.7616,-73.9786
91597,40.7616,-73.9785
91598,40.7616,-73.9784
91599,40.7616,-73.9783
91600,40.7616,-73.9782
91601,40.7616,-73.978
91602,40.7616,-73.9779
91603,40.7616,-73.9778
91604,40.7616,-73.9777
91605,40.7616,-73.9776
91606,40.7616,-73.9774
91607,40.7616,-73.977
91608,40.7616,-73.9769
91609,40.7616,-73.9768
91610,40.7616,-73.9763
91611,40.7616,-73.9762
91612,40.7616,-73.976
91613,40.7616,-73.9758
91614,40.7616,-73.9757
91615,40.7616,-73.9756
91616,40.7616,-73.9754
91617,40.7616,-73.9753
91618,40.7616,-73.9752
91619,40.7616,-73.9751
91620,40.7616,-73.975
91621,40.7616,-73.9749
91622,40.7616,-73.9748
91623,40.7616,-73.9747
91624,40.7616,-73.9745
91625,40.7616,-73.9744
91626,40.7616,-73.9743
91627,40.7616,-73.9742
91628,40.7616,-73.9741
91629,40.7616,-73.9739
91630,40.7616,-73.9738
91631,40.7616,-73.9735
91632,40.7616,-73.9733
91633,40.7616,-73.9732
91634,40.7616,-73.9731
91635,40.7616,-73.9729
91636,40.7616,-73.9728
91637,40.7616,-73.9727
91638,40.7616,-73.9726
91639,40.7616,-73.9725
91640,40.7616,-73.9716
91641,40.7616,-73.9714
91642,40.7616,-73.9713
91643,40.7616,-73.9712
91644,40.7616,-73.9711
91645,40.7616,-73.971
91646,40.7616,-73.9709
91647,40.7616,-73.9708
91648,40.7616,-73.9707
91649,40.7616,-73.9705
91650,40.7616,-73.9704
91651,40.7616,-73.9703
91652,40.7616,-73.9702
91653,40.7616,-73.9701
91654,40.7616,-73.97
91655,40.7616,-73.9699
91656,40.7616,-73.9697
91657,40.7616,-73.9696
91658,40.7616,-73.9693
91659,40.7616,-73.9692
91660,40.7616,-73.9691
91661,40.7616,-73.9689
91662,40.7616,-73.9688
91663,40.7616,-73.9687
91664,40.7616,-73.9686
91665,40.7616,-73.9685
91666,40.7616,-73.9684
91667,40.7616,-73.9683
91668,40.7616,-73.9681
91669,40.7616,-73.968
91670,40.7616,-73.9679
91671,40.7616,-73.9676
91672,40.7616,-73.9675
91673,40.7616,-73.967
91674,40.7616,-73.9669
91675,40.7616,-73.9667
91676,40.7616,-73.9666
91677,40.7616,-73.9665
91678,40.7616,-73.9664
91679,40.7616,-73.9663
91680,40.7616,-73.9662
91681,40.7616,-73.9661
91682,40.7616,-73.966
91683,40.7616,-73.9653
91684,40.7616,-73.9652
91685,40.7616,-73.965
91686,40.7616,-73.9647
91687,40.7616,-73.9646
91688,40.7616,-73.9643
91689,40.7616,-73.9641
91690,40.7616,-73.9638
91691,40.7616,-73.9637
91692,40.7616,-73.9636
91693,40.7616,-73.9634
91694,40.7616,-73.9633
91695,40.7616,-73.9632
91696,40.7616,-73.9628
91697,40.7616,-73.9627
91698,40.7616,-73.9626
91699,40.7616,-73.9625
91700,40.7616,-73.9612
91701,40.7616,-73.9611
91702,40.7616,-73.961
91703,40.7616,-73.9609
91704,40.7616,-73.9608
91705,40.7616,-73.9607
91706,40.7616,-73.9606
91707,40.7616,-73.9605
91708,40.7616,-73.9604
91709,40.7616,-73.9599
91710,40.7616,-73.9597
91711,40.7616,-73.9596
91712,40.7616,-73.9589
91713,40.7616,-73.9588
91714,40.7616,-73.9586
91715,40.7616,-73.9581
91716,40.7616,-73.958
91717,40.7616,-73.9578
91718,40.7616,-73.9577
91719,40.7616,-73.9576
91720,40.7616,-73.9575
91721,40.7616,-73.9572
91722,40.7616,-73.9499
91723,40.7616,-73.9498
91724,40.7616,-73.9414
91725,40.7616,-73.9358
91726,40.7616,-73.9257
91727,40.7616,-73.9256
91728,40.7616,-73.9253
91729,40.7616,-73.9246
91730,40.7616,-73.9235
91731,40.7616,-73.91
91732,40.7616,-73.9081
91733,40.7616,-73.9069
91734,40.7617,-74.002
91735,40.7617,-74.0018
91736,40.7617,-74.0017
91737,40.7617,-74.0013
91738,40.7617,-74.0009
91739,40.7617,-74.0007
91740,40.7617,-74.0006
91741,40.7617,-74.0004
91742,40.7617,-74.0002
91743,40.7617,-74.0
91744,40.7617,-73.9999
91745,40.7617,-73.9998
91746,40.7617,-73.9997
91747,40.7617,-73.9996
91748,40.7617,-73.9995
91749,40.7617,-73.9994
91750,40.7617,-73.9991
91751,40.7617,-73.9989
91752,40.7617,-73.9986
91753,40.7617,-73.9985
91754,40.7617,-73.9984
91755,40.7617,-73.998
91756,40.7617,-73.9978
91757,40.7617,-73.9977
91758,40.7617,-73.9976
91759,40.7617,-73.9948
91760,40.7617,-73.9945
91761,40.7617,-73.9944
91762,40.7617,-73.9943
91763,40.7617,-73.9942
91764,40.7617,-73.9941
91765,40.7617,-73.994
91766,40.7617,-73.9939
91767,40.7617,-73.9938
91768,40.7617,-73.9931
91769,40.7617,-73.9929
91770,40.7617,-73.9926
91771,40.7617,-73.9924
91772,40.7617,-73.9917
91773,40.7617,-73.9906
91774,40.7617,-73.9905
91775,40.7617,-73.9904
91776,40.7617,-73.9903
91777,40.7617,-73.9902
91778,40.7617,-73.9901
91779,40.7617,-73.99
91780,40.7617,-73.9899
91781,40.7617,-73.9886
91782,40.7617,-73.9885
91783,40.7617,-73.9883
91784,40.7617,-73.9881
91785,40.7617,-73.9871
91786,40.7617,-73.987
91787,40.7617,-73.9869
91788,40.7617,-73.9868
91789,40.7617,-73.9867
91790,40.7617,-73.9866
91791,40.7617,-73.9865
91792,40.7617,-73.9864
91793,40.7617,-73.9863
91794,40.7617,-73.9862
91795,40.7617,-73.986
91796,40.7617,-73.9853
91797,40.7617,-73.9852
91798,40.7617,-73.985
91799,40.7617,-73.9849
91800,40.7617,-73.9847
91801,40.7617,-73.9844
91802,40.7617,-73.9843
91803,40.7617,-73.9842
91804,40.7617,-73.984
91805,40.7617,-73.9838
91806,40.7617,-73.9837
91807,40.7617,-73.9836
91808,40.7617,-73.9834
91809,40.7617,-73.9833
91810,40.7617,-73.9832
91811,40.7617,-73.9831
91812,40.7617,-73.983
91813,40.7617,-73.9829
91814,40.7617,-73.9828
91815,40.7617,-73.9827
91816,40.7617,-73.9826
91817,40.7617,-73.9825
91818,40.7617,-73.9824
91819,40.7617,-73.9822
91820,40.7617,-73.9821
91821,40.7617,-73.982
91822,40.7617,-73.9819
91823,40.7617,-73.9818
91824,40.7617,-73.9817
91825,40.7617,-73.9816
91826,40.7617,-73.9815
91827,40.7617,-73.9814
91828,40.7617,-73.9812
91829,40.7617,-73.9811
91830,40.7617,-73.9809
91831,40.7617,-73.9807
91832,40.7617,-73.9806
91833,40.7617,-73.9804
91834,40.7617,-73.9801
91835,40.7617,-73.9799
91836,40.7617,-73.9798
91837,40.7617,-73.9797
91838,40.7617,-73.9796
91839,40.7617,-73.9795
91840,40.7617,-73.9794
91841,40.7617,-73.9793
91842,40.7617,-73.9792
91843,40.7617,-73.9791
91844,40.7617,-73.979
91845,40.7617,-73.9789
91846,40.7617,-73.9788
91847,40.7617,-73.9787
91848,40.7617,-73.9786
91849,40.7617,-73.9785
91850,40.7617,-73.9784
91851,40.7617,-73.9781
91852,40.7617,-73.978
91853,40.7617,-73.9779
91854,40.7617,-73.9778
91855,40.7617,-73.9777
91856,40.7617,-73.9776
91857,40.7617,-73.9775
91858,40.7617,-73.9774
91859,40.7617,-73.9773
91860,40.7617,-73.9772
91861,40.7617,-73.9771
91862,40.7617,-73.977
91863,40.7617,-73.9769
91864,40.7617,-73.9767
91865,40.7617,-73.9766
91866,40.7617,-73.9763
91867,40.7617,-73.9761
91868,40.7617,-73.9756
91869,40.7617,-73.9754
91870,40.7617,-73.9753
91871,40.7617,-73.9752
91872,40.7617,-73.9751
91873,40.7617,-73.975
91874,40.7617,-73.9749
91875,40.7617,-73.9748
91876,40.7617,-73.9747
91877,40.7617,-73.9746
91878,40.7617,-73.9745
91879,40.7617,-73.9744
91880,40.7617,-73.9743
91881,40.7617,-73.9741
91882,40.7617,-73.974
91883,40.7617,-73.9739
91884,40.7617,-73.9732
91885,40.7617,-73.9731
91886,40.7617,-73.9729
91887,40.7617,-73.9728
91888,40.7617,-73.9726
91889,40.7617,-73.9725
91890,40.7617,-73.9724
91891,40.7617,-73.9723
91892,40.7617,-73.9722
91893,40.7617,-73.972
91894,40.7617,-73.9717
91895,40.7617,-73.9716
91896,40.7617,-73.9714
91897,40.7617,-73.9713
91898,40.7617,-73.9712
91899,40.7617,-73.9711
91900,40.7617,-73.971
91901,40.7617,-73.9709
91902,40.7617,-73.9708
91903,40.7617,-73.9707
91904,40.7617,-73.9706
91905,40.7617,-73.9705
91906,40.7617,-73.9704
91907,40.7617,-73.9701
91908,40.7617,-73.97
91909,40.7617,-73.9699
91910,40.7617,-73.9698
91911,40.7617,-73.9697
91912,40.7617,-73.9696
91913,40.7617,-73.9694
91914,40.7617,-73.9691
91915,40.7617,-73.969
91916,40.7617,-73.9689
91917,40.7617,-73.9688
91918,40.7617,-73.9687
91919,40.7617,-73.9686
91920,40.7617,-73.9685
91921,40.7617,-73.9684
91922,40.7617,-73.9683
91923,40.7617,-73.9682
91924,40.7617,-73.968
91925,40.7617,-73.9676
91926,40.7617,-73.9675
91927,40.7617,-73.9669
91928,40.7617,-73.9668
91929,40.7617,-73.9667
91930,40.7617,-73.9666
91931,40.7617,-73.9665
91932,40.7617,-73.9664
91933,40.7617,-73.9663
91934,40.7617,-73.9662
91935,40.7617,-73.9661
91936,40.7617,-73.966
91937,40.7617,-73.9659
91938,40.7617,-73.9652
91939,40.7617,-73.9651
91940,40.7617,-73.965
91941,40.7617,-73.9649
91942,40.7617,-73.9648
91943,40.7617,-73.9646
91944,40.7617,-73.9638
91945,40.7617,-73.9637
91946,40.7617,-73.9636
91947,40.7617,-73.9635
91948,40.7617,-73.9634
91949,40.7617,-73.9632
91950,40.7617,-73.9631
91951,40.7617,-73.9628
91952,40.7617,-73.9611
