nodeid,lat,long
33282,40.7281,-74.0018
33283,40.7281,-74.0009
33284,40.7281,-74.0001
33285,40.7281,-74.0
33286,40.7281,-73.9998
33287,40.7281,-73.9995
33288,40.7281,-73.9994
33289,40.7281,-73.9993
33290,40.7281,-73.9992
33291,40.7281,-73.9991
33292,40.7281,-73.999
33293,40.7281,-73.9989
33294,40.7281,-73.9988
33295,40.7281,-73.9987
33296,40.7281,-73.998
33297,40.7281,-73.9958
33298,40.7281,-73.9957
33299,40.7281,-73.9956
33300,40.7281,-73.9955
33301,40.7281,-73.9954
33302,40.7281,-73.9952
33303,40.7281,-73.995
33304,40.7281,-73.9947
33305,40.7281,-73.9946
33306,40.7281,-73.9945
33307,40.7281,-73.9939
33308,40.7281,-73.9937
33309,40.7281,-73.9934
33310,40.7281,-73.9932
33311,40.7281,-73.9931
33312,40.7281,-73.993
33313,40.7281,-73.9929
33314,40.7281,-73.9928
33315,40.7281,-73.9911
33316,40.7281,-73.991
33317,40.7281,-73.9909
33318,40.7281,-73.9908
33319,40.7281,-73.9887
33320,40.7281,-73.9885
33321,40.7281,-73.9884
33322,40.7281,-73.9883
33323,40.7281,-73.9882
33324,40.7281,-73.9881
33325,40.7281,-73.988
33326,40.7281,-73.9879
33327,40.7281,-73.9877
33328,40.7281,-73.9876
33329,40.7281,-73.9867
33330,40.7281,-73.9866
33331,40.7281,-73.9865
33332,40.7281,-73.9864
33333,40.7281,-73.9863
33334,40.7281,-73.9862
33335,40.7281,-73.9861
33336,40.7281,-73.9852
33337,40.7281,-73.9851
33338,40.7281,-73.985
33339,40.7281,-73.9849
33340,40.7281,-73.9848
33341,40.7281,-73.9847
33342,40.7281,-73.9831
33343,40.7281,-73.983
33344,40.7281,-73.9829
33345,40.7281,-73.9828
33346,40.7281,-73.9827
33347,40.7281,-73.9826
33348,40.7281,-73.9823
33349,40.7281,-73.9822
33350,40.7281,-73.9821
33351,40.7281,-73.982
33352,40.7281,-73.9819
33353,40.7281,-73.981
33354,40.7281,-73.9809
33355,40.7281,-73.9807
33356,40.7281,-73.9793
33357,40.7281,-73.9792
33358,40.7281,-73.9791
33359,40.7281,-73.979
33360,40.7281,-73.9789
33361,40.7281,-73.9788
33362,40.7281,-73.9536
33363,40.7281,-73.9534
33364,40.7281,-73.9513
33365,40.7281,-73.8976
33366,40.7281,-73.8785
33367,40.7282,-74.0328
33368,40.7282,-74.0085
33369,40.7282,-74.0074
33370,40.7282,-74.0073
33371,40.7282,-74.0072
33372,40.7282,-74.0071
33373,40.7282,-74.0069
33374,40.7282,-74.0056
33375,40.7282,-74.0055
33376,40.7282,-74.0054
33377,40.7282,-74.0053
33378,40.7282,-74.0051
33379,40.7282,-74.0044
33380,40.7282,-74.003
33381,40.7282,-74.0029
33382,40.7282,-74.0028
33383,40.7282,-74.0027
33384,40.7282,-74.0026
33385,40.7282,-74.0025
33386,40.7282,-74.0023
33387,40.7282,-74.0022
33388,40.7282,-74.0021
33389,40.7282,-74.002
33390,40.7282,-74.0019
33391,40.7282,-74.0008
33392,40.7282,-74.0001
33393,40.7282,-73.9999
33394,40.7282,-73.9998
33395,40.7282,-73.9996
33396,40.7282,-73.9995
33397,40.7282,-73.9994
33398,40.7282,-73.9993
33399,40.7282,-73.9992
33400,40.7282,-73.9991
33401,40.7282,-73.999
33402,40.7282,-73.9989
33403,40.7282,-73.9988
33404,40.7282,-73.9987
33405,40.7282,-73.9979
33406,40.7282,-73.9958
33407,40.7282,-73.9957
33408,40.7282,-73.9955
33409,40.7282,-73.9954
33410,40.7282,-73.9946
33411,40.7282,-73.9945
33412,40.7282,-73.9944
33413,40.7282,-73.9941
33414,40.7282,-73.994
33415,40.7282,-73.9939
33416,40.7282,-73.9938
33417,40.7282,-73.9937
33418,40.7282,-73.9936
33419,40.7282,-73.9935
33420,40.7282,-73.993
33421,40.7282,-73.9929
33422,40.7282,-73.9928
33423,40.7282,-73.9926
33424,40.7282,-73.9911
33425,40.7282,-73.991
33426,40.7282,-73.9909
33427,40.7282,-73.9908
33428,40.7282,-73.9907
33429,40.7282,-73.9903
33430,40.7282,-73.9902
33431,40.7282,-73.9887
33432,40.7282,-73.9884
33433,40.7282,-73.9882
33434,40.7282,-73.9881
33435,40.7282,-73.988
33436,40.7282,-73.9879
33437,40.7282,-73.9877
33438,40.7282,-73.9873
33439,40.7282,-73.9869
33440,40.7282,-73.9867
33441,40.7282,-73.9866
33442,40.7282,-73.9865
33443,40.7282,-73.9851
33444,40.7282,-73.985
33445,40.7282,-73.9849
33446,40.7282,-73.9848
33447,40.7282,-73.9847
33448,40.7282,-73.9846
33449,40.7282,-73.9845
33450,40.7282,-73.9832
33451,40.7282,-73.983
33452,40.7282,-73.9825
33453,40.7282,-73.9821
33454,40.7282,-73.982
33455,40.7282,-73.9819
33456,40.7282,-73.9818
33457,40.7282,-73.9813
33458,40.7282,-73.9811
33459,40.7282,-73.9807
33460,40.7282,-73.9795
33461,40.7282,-73.9793
33462,40.7282,-73.9792
33463,40.7282,-73.9789
33464,40.7282,-73.976
33465,40.7282,-73.9758
33466,40.7282,-73.9501
33467,40.7282,-73.9474
33468,40.7283,-74.0385
33469,40.7283,-74.0109
33470,40.7283,-74.0095
33471,40.7283,-74.0074
33472,40.7283,-74.0073
33473,40.7283,-74.0072
33474,40.7283,-74.0071
33475,40.7283,-74.0054
33476,40.7283,-74.0053
33477,40.7283,-74.0052
33478,40.7283,-74.0051
33479,40.7283,-74.0031
33480,40.7283,-74.003
33481,40.7283,-74.0029
33482,40.7283,-74.0024
33483,40.7283,-74.0023
33484,40.7283,-74.002
33485,40.7283,-74.0018
33486,40.7283,-74.001
33487,40.7283,-74.0009
33488,40.7283,-74.0008
33489,40.7283,-73.9999
33490,40.7283,-73.9998
33491,40.7283,-73.9997
33492,40.7283,-73.9996
33493,40.7283,-73.9995
33494,40.7283,-73.9994
33495,40.7283,-73.9993
33496,40.7283,-73.9991
33497,40.7283,-73.9989
33498,40.7283,-73.9988
33499,40.7283,-73.9987
33500,40.7283,-73.998
33501,40.7283,-73.9961
33502,40.7283,-73.9958
33503,40.7283,-73.9957
33504,40.7283,-73.9955
33505,40.7283,-73.9954
33506,40.7283,-73.9953
33507,40.7283,-73.9949
33508,40.7283,-73.9946
33509,40.7283,-73.9945
33510,40.7283,-73.9944
33511,40.7283,-73.9943
33512,40.7283,-73.9942
33513,40.7283,-73.9941
33514,40.7283,-73.9938
33515,40.7283,-73.9937
33516,40.7283,-73.9928
33517,40.7283,-73.9927
33518,40.7283,-73.9926
33519,40.7283,-73.9909
33520,40.7283,-73.9908
33521,40.7283,-73.9907
33522,40.7283,-73.9906
33523,40.7283,-73.989
33524,40.7283,-73.9889
33525,40.7283,-73.9888
33526,40.7283,-73.9885
33527,40.7283,-73.9881
33528,40.7283,-73.988
33529,40.7283,-73.9879
33530,40.7283,-73.9878
33531,40.7283,-73.9877
33532,40.7283,-73.9871
33533,40.7283,-73.987
33534,40.7283,-73.9868
33535,40.7283,-73.9867
33536,40.7283,-73.9865
33537,40.7283,-73.9852
33538,40.7283,-73.9851
33539,40.7283,-73.985
33540,40.7283,-73.9849
33541,40.7283,-73.9848
33542,40.7283,-73.9847
33543,40.7283,-73.9836
33544,40.7283,-73.9833
33545,40.7283,-73.9831
33546,40.7283,-73.982
33547,40.7283,-73.9819
33548,40.7283,-73.9818
33549,40.7283,-73.9798
33550,40.7283,-73.9796
33551,40.7283,-73.9794
33552,40.7283,-73.9793
33553,40.7283,-73.9789
33554,40.7283,-73.9788
33555,40.7283,-73.9759
33556,40.7283,-73.9758
33557,40.7283,-73.9757
33558,40.7283,-73.959
33559,40.7283,-73.9534
33560,40.7283,-73.9528
33561,40.7283,-73.9473
33562,40.7283,-73.9031
33563,40.7283,-73.839
33564,40.7284,-74.0416
33565,40.7284,-74.0095
33566,40.7284,-74.0072
33567,40.7284,-74.0071
33568,40.7284,-74.007
33569,40.7284,-74.0055
33570,40.7284,-74.0054
33571,40.7284,-74.0053
33572,40.7284,-74.0052
33573,40.7284,-74.0049
33574,40.7284,-74.0048
33575,40.7284,-74.0044
33576,40.7284,-74.0043
33577,40.7284,-74.0033
33578,40.7284,-74.0032
33579,40.7284,-74.003
33580,40.7284,-74.0029
33581,40.7284,-74.0028
33582,40.7284,-74.0027
33583,40.7284,-74.0026
33584,40.7284,-74.0025
33585,40.7284,-74.0024
33586,40.7284,-74.002
33587,40.7284,-74.0009
33588,40.7284,-74.0008
33589,40.7284,-74.0001
33590,40.7284,-74.0
33591,40.7284,-73.9999
33592,40.7284,-73.9998
33593,40.7284,-73.9997
33594,40.7284,-73.9996
33595,40.7284,-73.9995
33596,40.7284,-73.9994
33597,40.7284,-73.9993
33598,40.7284,-73.9992
33599,40.7284,-73.9988
33600,40.7284,-73.9987
33601,40.7284,-73.9986
33602,40.7284,-73.9965
33603,40.7284,-73.9964
33604,40.7284,-73.996
33605,40.7284,-73.9959
33606,40.7284,-73.9958
33607,40.7284,-73.9952
33608,40.7284,-73.9946
33609,40.7284,-73.9945
33610,40.7284,-73.9944
33611,40.7284,-73.9943
33612,40.7284,-73.9942
33613,40.7284,-73.9941
33614,40.7284,-73.994
33615,40.7284,-73.9931
33616,40.7284,-73.993
33617,40.7284,-73.9928
33618,40.7284,-73.9927
33619,40.7284,-73.9926
33620,40.7284,-73.991
33621,40.7284,-73.9909
33622,40.7284,-73.9908
33623,40.7284,-73.9907
33624,40.7284,-73.9906
33625,40.7284,-73.9891
33626,40.7284,-73.989
33627,40.7284,-73.9888
33628,40.7284,-73.988
33629,40.7284,-73.9879
33630,40.7284,-73.9878
33631,40.7284,-73.9875
33632,40.7284,-73.9873
33633,40.7284,-73.9872
33634,40.7284,-73.9871
33635,40.7284,-73.987
33636,40.7284,-73.9868
33637,40.7284,-73.9854
33638,40.7284,-73.9853
33639,40.7284,-73.9852
33640,40.7284,-73.9848
33641,40.7284,-73.9847
33642,40.7284,-73.9846
33643,40.7284,-73.9845
33644,40.7284,-73.9836
33645,40.7284,-73.9835
33646,40.7284,-73.9834
33647,40.7284,-73.9832
33648,40.7284,-73.982
33649,40.7284,-73.9819
33650,40.7284,-73.9818
33651,40.7284,-73.9817
33652,40.7284,-73.9816
33653,40.7284,-73.9789
33654,40.7284,-73.9758
33655,40.7284,-73.9581
33656,40.7284,-73.9529
33657,40.7284,-73.9527
33658,40.7284,-73.9003
33659,40.7284,-73.8581
33660,40.7285,-74.0113
33661,40.7285,-74.0111
33662,40.7285,-74.0073
33663,40.7285,-74.0072
33664,40.7285,-74.0071
33665,40.7285,-74.007
33666,40.7285,-74.0068
33667,40.7285,-74.0062
33668,40.7285,-74.0056
33669,40.7285,-74.0054
33670,40.7285,-74.0053
33671,40.7285,-74.0052
33672,40.7285,-74.0051
33673,40.7285,-74.005
33674,40.7285,-74.0049
33675,40.7285,-74.0048
33676,40.7285,-74.0047
33677,40.7285,-74.0046
33678,40.7285,-74.0045
33679,40.7285,-74.0044
33680,40.7285,-74.0043
33681,40.7285,-74.0042
33682,40.7285,-74.0041
33683,40.7285,-74.004
33684,40.7285,-74.0038
33685,40.7285,-74.0037
33686,40.7285,-74.0036
33687,40.7285,-74.0035
33688,40.7285,-74.0034
33689,40.7285,-74.0033
33690,40.7285,-74.0029
33691,40.7285,-74.0027
33692,40.7285,-74.0026
33693,40.7285,-74.0025
33694,40.7285,-74.0018
33695,40.7285,-74.0017
33696,40.7285,-74.0014
33697,40.7285,-74.0006
33698,40.7285,-74.0003
33699,40.7285,-74.0002
33700,40.7285,-74.0001
33701,40.7285,-74.0
33702,40.7285,-73.9999
33703,40.7285,-73.9998
33704,40.7285,-73.9997
33705,40.7285,-73.9996
33706,40.7285,-73.9995
33707,40.7285,-73.9994
33708,40.7285,-73.9991
33709,40.7285,-73.9988
33710,40.7285,-73.9986
33711,40.7285,-73.9985
33712,40.7285,-73.9966
33713,40.7285,-73.9963
33714,40.7285,-73.9957
33715,40.7285,-73.9955
33716,40.7285,-73.9954
33717,40.7285,-73.9945
33718,40.7285,-73.9944
33719,40.7285,-73.9943
33720,40.7285,-73.9942
33721,40.7285,-73.9941
33722,40.7285,-73.994
33723,40.7285,-73.9939
33724,40.7285,-73.993
33725,40.7285,-73.9927
33726,40.7285,-73.9926
33727,40.7285,-73.9911
33728,40.7285,-73.9908
33729,40.7285,-73.9907
33730,40.7285,-73.9906
33731,40.7285,-73.9895
33732,40.7285,-73.9894
33733,40.7285,-73.9893
33734,40.7285,-73.9891
33735,40.7285,-73.989
33736,40.7285,-73.9879
33737,40.7285,-73.9878
33738,40.7285,-73.9877
33739,40.7285,-73.9876
33740,40.7285,-73.9875
33741,40.7285,-73.9874
33742,40.7285,-73.9873
33743,40.7285,-73.9871
33744,40.7285,-73.9855
33745,40.7285,-73.9854
33746,40.7285,-73.9847
33747,40.7285,-73.9846
33748,40.7285,-73.984
33749,40.7285,-73.9839
33750,40.7285,-73.9838
33751,40.7285,-73.9837
33752,40.7285,-73.9836
33753,40.7285,-73.9835
33754,40.7285,-73.9821
33755,40.7285,-73.9819
33756,40.7285,-73.9818
33757,40.7285,-73.9817
33758,40.7285,-73.9816
33759,40.7285,-73.9805
33760,40.7285,-73.9802
33761,40.7285,-73.9799
33762,40.7285,-73.9798
33763,40.7285,-73.9797
33764,40.7285,-73.9788
33765,40.7285,-73.9787
33766,40.7285,-73.9767
33767,40.7285,-73.9757
33768,40.7285,-73.9756
33769,40.7285,-73.9545
33770,40.7285,-73.9544
33771,40.7285,-73.9524
33772,40.7285,-73.8888
33773,40.7285,-73.8518
33774,40.7285,-73.8391
33775,40.7286,-74.0328
33776,40.7286,-74.0072
33777,40.7286,-74.0071
33778,40.7286,-74.0068
33779,40.7286,-74.0061
33780,40.7286,-74.0058
33781,40.7286,-74.0057
33782,40.7286,-74.0055
33783,40.7286,-74.0054
33784,40.7286,-74.0053
33785,40.7286,-74.0052
33786,40.7286,-74.0051
33787,40.7286,-74.005
33788,40.7286,-74.0049
33789,40.7286,-74.0048
33790,40.7286,-74.0047
33791,40.7286,-74.0046
33792,40.7286,-74.0045
33793,40.7286,-74.0044
33794,40.7286,-74.0043
33795,40.7286,-74.0042
33796,40.7286,-74.0039
33797,40.7286,-74.0036
33798,40.7286,-74.0032
33799,40.7286,-74.0031
33800,40.7286,-74.003
33801,40.7286,-74.0029
33802,40.7286,-74.0028
33803,40.7286,-74.0027
33804,40.7286,-74.0026
33805,40.7286,-74.0025
33806,40.7286,-74.0018
33807,40.7286,-74.0017
33808,40.7286,-74.0006
33809,40.7286,-74.0005
33810,40.7286,-74.0003
33811,40.7286,-74.0002
33812,40.7286,-74.0001
33813,40.7286,-74.0
33814,40.7286,-73.9999
33815,40.7286,-73.9998
33816,40.7286,-73.9997
33817,40.7286,-73.9996
33818,40.7286,-73.9995
33819,40.7286,-73.9994
33820,40.7286,-73.9986
33821,40.7286,-73.9968
33822,40.7286,-73.9963
33823,40.7286,-73.9952
33824,40.7286,-73.9946
33825,40.7286,-73.9943
33826,40.7286,-73.9942
33827,40.7286,-73.9941
33828,40.7286,-73.9939
33829,40.7286,-73.9927
33830,40.7286,-73.9926
33831,40.7286,-73.9924
33832,40.7286,-73.9923
33833,40.7286,-73.9912
33834,40.7286,-73.991
33835,40.7286,-73.9908
33836,40.7286,-73.9907
33837,40.7286,-73.9906
33838,40.7286,-73.9905
33839,40.7286,-73.9897
33840,40.7286,-73.9896
33841,40.7286,-73.988
33842,40.7286,-73.9879
33843,40.7286,-73.9878
33844,40.7286,-73.9877
33845,40.7286,-73.9876
33846,40.7286,-73.9875
33847,40.7286,-73.9873
33848,40.7286,-73.9859
33849,40.7286,-73.9857
33850,40.7286,-73.9855
33851,40.7286,-73.9846
33852,40.7286,-73.9845
33853,40.7286,-73.9844
33854,40.7286,-73.9841
33855,40.7286,-73.984
33856,40.7286,-73.9822
33857,40.7286,-73.982
33858,40.7286,-73.9819
33859,40.7286,-73.9818
33860,40.7286,-73.9817
33861,40.7286,-73.9816
33862,40.7286,-73.9815
33863,40.7286,-73.9805
33864,40.7286,-73.9803
33865,40.7286,-73.9801
33866,40.7286,-73.9787
33867,40.7286,-73.9786
33868,40.7286,-73.9763
33869,40.7286,-73.9762
33870,40.7286,-73.9761
33871,40.7286,-73.976
33872,40.7286,-73.9759
33873,40.7286,-73.9757
33874,40.7286,-73.9756
33875,40.7286,-73.9755
33876,40.7286,-73.9591
33877,40.7286,-73.9575
33878,40.7286,-73.9546
33879,40.7286,-73.8538
33880,40.7287,-74.0114
33881,40.7287,-74.0113
33882,40.7287,-74.0087
33883,40.7287,-74.0082
33884,40.7287,-74.0077
33885,40.7287,-74.0074
33886,40.7287,-74.0073
33887,40.7287,-74.0071
33888,40.7287,-74.007
33889,40.7287,-74.0069
33890,40.7287,-74.0066
33891,40.7287,-74.0065
33892,40.7287,-74.006
33893,40.7287,-74.0059
33894,40.7287,-74.0058
33895,40.7287,-74.0056
33896,40.7287,-74.0055
33897,40.7287,-74.0054
33898,40.7287,-74.0053
33899,40.7287,-74.0052
33900,40.7287,-74.0051
33901,40.7287,-74.005
33902,40.7287,-74.0049
33903,40.7287,-74.0048
33904,40.7287,-74.0046
33905,40.7287,-74.003
33906,40.7287,-74.0028
33907,40.7287,-74.0027
33908,40.7287,-74.0026
33909,40.7287,-74.0017
33910,40.7287,-74.0016
33911,40.7287,-74.0005
33912,40.7287,-74.0004
33913,40.7287,-74.0003
33914,40.7287,-74.0002
33915,40.7287,-74.0001
33916,40.7287,-74.0
33917,40.7287,-73.9999
33918,40.7287,-73.9998
33919,40.7287,-73.9996
33920,40.7287,-73.9995
33921,40.7287,-73.9994
33922,40.7287,-73.9993
33923,40.7287,-73.9986
33924,40.7287,-73.9985
33925,40.7287,-73.9984
33926,40.7287,-73.9983
33927,40.7287,-73.9973
33928,40.7287,-73.9967
33929,40.7287,-73.9964
33930,40.7287,-73.9951
33931,40.7287,-73.995
33932,40.7287,-73.9949
33933,40.7287,-73.9948
33934,40.7287,-73.9947
33935,40.7287,-73.9942
33936,40.7287,-73.994
33937,40.7287,-73.9935
33938,40.7287,-73.9925
33939,40.7287,-73.9924
33940,40.7287,-73.9923
33941,40.7287,-73.9922
33942,40.7287,-73.992
33943,40.7287,-73.9917
33944,40.7287,-73.9906
33945,40.7287,-73.9905
33946,40.7287,-73.9904
33947,40.7287,-73.9899
33948,40.7287,-73.9898
33949,40.7287,-73.9897
33950,40.7287,-73.9896
33951,40.7287,-73.9895
33952,40.7287,-73.9883
33953,40.7287,-73.9882
33954,40.7287,-73.988
33955,40.7287,-73.9879
33956,40.7287,-73.9878
33957,40.7287,-73.9877
33958,40.7287,-73.9876
33959,40.7287,-73.9875
33960,40.7287,-73.9874
33961,40.7287,-73.9865
33962,40.7287,-73.9861
33963,40.7287,-73.9859
33964,40.7287,-73.9856
33965,40.7287,-73.9846
33966,40.7287,-73.9845
33967,40.7287,-73.9844
33968,40.7287,-73.9843
33969,40.7287,-73.9842
33970,40.7287,-73.9841
33971,40.7287,-73.9839
33972,40.7287,-73.9838
33973,40.7287,-73.9823
33974,40.7287,-73.9822
33975,40.7287,-73.9817
33976,40.7287,-73.9816
33977,40.7287,-73.9815
33978,40.7287,-73.9805
33979,40.7287,-73.9804
33980,40.7287,-73.9803
33981,40.7287,-73.9787
33982,40.7287,-73.9786
33983,40.7287,-73.9785
33984,40.7287,-73.9784
33985,40.7287,-73.9763
33986,40.7287,-73.9762
33987,40.7287,-73.9761
33988,40.7287,-73.976
33989,40.7287,-73.9759
33990,40.7287,-73.9758
33991,40.7287,-73.9757
33992,40.7287,-73.9756
33993,40.7287,-73.9755
33994,40.7287,-73.9718
33995,40.7287,-73.9575
33996,40.7287,-73.9556
33997,40.7287,-73.9543
33998,40.7287,-73.9536
33999,40.7287,-73.9535
34000,40.7287,-73.9525
34001,40.7287,-73.9504
34002,40.7287,-73.9093
34003,40.7287,-73.8818
34004,40.7287,-73.8612
34005,40.7287,-73.8591
34006,40.7287,-73.8505
34007,40.7287,-73.8486
34008,40.7288,-74.0113
34009,40.7288,-74.0095
34010,40.7288,-74.0093
34011,40.7288,-74.0085
34012,40.7288,-74.0083
34013,40.7288,-74.0078
34014,40.7288,-74.0077
34015,40.7288,-74.0075
34016,40.7288,-74.0074
34017,40.7288,-74.0073
34018,40.7288,-74.0072
34019,40.7288,-74.0071
34020,40.7288,-74.007
34021,40.7288,-74.0068
34022,40.7288,-74.0067
34023,40.7288,-74.0066
34024,40.7288,-74.0065
34025,40.7288,-74.0059
34026,40.7288,-74.0058
34027,40.7288,-74.0055
34028,40.7288,-74.0054
34029,40.7288,-74.0053
34030,40.7288,-74.0052
34031,40.7288,-74.0035
34032,40.7288,-74.0027
34033,40.7288,-74.0026
34034,40.7288,-74.0015
34035,40.7288,-74.0014
34036,40.7288,-74.0007
34037,40.7288,-74.0006
34038,40.7288,-74.0005
34039,40.7288,-74.0004
34040,40.7288,-74.0003
34041,40.7288,-74.0001
34042,40.7288,-73.9994
34043,40.7288,-73.9993
34044,40.7288,-73.9992
34045,40.7288,-73.9983
34046,40.7288,-73.998
34047,40.7288,-73.9973
34048,40.7288,-73.997
34049,40.7288,-73.9955
34050,40.7288,-73.9951
34051,40.7288,-73.995
34052,40.7288,-73.9949
34053,40.7288,-73.9946
34054,40.7288,-73.9943
34055,40.7288,-73.994
34056,40.7288,-73.9939
34057,40.7288,-73.9938
34058,40.7288,-73.9926
34059,40.7288,-73.9925
34060,40.7288,-73.9924
34061,40.7288,-73.9923
34062,40.7288,-73.9922
34063,40.7288,-73.9906
34064,40.7288,-73.9904
34065,40.7288,-73.9903
34066,40.7288,-73.9901
34067,40.7288,-73.9899
34068,40.7288,-73.9898
34069,40.7288,-73.9884
34070,40.7288,-73.9883
34071,40.7288,-73.9882
34072,40.7288,-73.9881
34073,40.7288,-73.988
34074,40.7288,-73.9879
34075,40.7288,-73.9878
34076,40.7288,-73.9877
34077,40.7288,-73.9876
34078,40.7288,-73.9875
34079,40.7288,-73.9874
34080,40.7288,-73.9873
34081,40.7288,-73.9872
34082,40.7288,-73.9862
34083,40.7288,-73.986
34084,40.7288,-73.9848
34085,40.7288,-73.9847
34086,40.7288,-73.9846
34087,40.7288,-73.9845
34088,40.7288,-73.9844
34089,40.7288,-73.9843
34090,40.7288,-73.9827
34091,40.7288,-73.9826
34092,40.7288,-73.9817
34093,40.7288,-73.9816
34094,40.7288,-73.9815
34095,40.7288,-73.9814
34096,40.7288,-73.9809
34097,40.7288,-73.9807
34098,40.7288,-73.9806
34099,40.7288,-73.9805
34100,40.7288,-73.9802
34101,40.7288,-73.9788
34102,40.7288,-73.9787
34103,40.7288,-73.9786
34104,40.7288,-73.9785
34105,40.7288,-73.9784
34106,40.7288,-73.9769
34107,40.7288,-73.9767
34108,40.7288,-73.9766
34109,40.7288,-73.9765
34110,40.7288,-73.9764
34111,40.7288,-73.9763
34112,40.7288,-73.9762
34113,40.7288,-73.9761
34114,40.7288,-73.976
34115,40.7288,-73.9755
34116,40.7288,-73.9591
34117,40.7288,-73.9545
34118,40.7288,-73.9264
34119,40.7288,-73.8807
34120,40.7288,-73.8761
34121,40.7288,-73.8582
34122,40.7288,-73.8495
34123,40.7288,-73.8494
34124,40.7288,-73.8486
34125,40.7288,-73.8482
34126,40.7288,-73.8196
34127,40.7288,-73.811
34128,40.7289,-74.0113
34129,40.7289,-74.0112
34130,40.7289,-74.0107
34131,40.7289,-74.0105
34132,40.7289,-74.0089
34133,40.7289,-74.0088
34134,40.7289,-74.0087
34135,40.7289,-74.0085
34136,40.7289,-74.0083
34137,40.7289,-74.008
34138,40.7289,-74.0078
34139,40.7289,-74.0076
34140,40.7289,-74.0073
34141,40.7289,-74.0072
34142,40.7289,-74.0071
34143,40.7289,-74.007
34144,40.7289,-74.0069
34145,40.7289,-74.0068
34146,40.7289,-74.0067
34147,40.7289,-74.0065
34148,40.7289,-74.0062
34149,40.7289,-74.0055
34150,40.7289,-74.0054
34151,40.7289,-74.0053
34152,40.7289,-74.0052
34153,40.7289,-74.005
34154,40.7289,-74.0035
34155,40.7289,-74.0034
34156,40.7289,-74.0028
34157,40.7289,-74.0027
34158,40.7289,-74.0026
34159,40.7289,-74.0025
34160,40.7289,-74.0024
34161,40.7289,-74.0016
34162,40.7289,-74.0015
34163,40.7289,-74.0014
34164,40.7289,-74.0013
34165,40.7289,-74.001
34166,40.7289,-74.0008
34167,40.7289,-74.0007
34168,40.7289,-74.0006
34169,40.7289,-74.0005
34170,40.7289,-74.0004
34171,40.7289,-73.9994
34172,40.7289,-73.9992
34173,40.7289,-73.999
34174,40.7289,-73.9982
34175,40.7289,-73.9974
34176,40.7289,-73.9971
34177,40.7289,-73.997
34178,40.7289,-73.9953
34179,40.7289,-73.9952
34180,40.7289,-73.9951
34181,40.7289,-73.995
34182,40.7289,-73.9949
34183,40.7289,-73.9943
34184,40.7289,-73.994
34185,40.7289,-73.9938
34186,40.7289,-73.9937
34187,40.7289,-73.9936
34188,40.7289,-73.9926
34189,40.7289,-73.9924
34190,40.7289,-73.9922
34191,40.7289,-73.992
34192,40.7289,-73.9905
34193,40.7289,-73.9904
34194,40.7289,-73.9903
34195,40.7289,-73.9902
34196,40.7289,-73.9901
34197,40.7289,-73.9888
34198,40.7289,-73.9886
34199,40.7289,-73.9884
34200,40.7289,-73.9883
34201,40.7289,-73.9882
34202,40.7289,-73.9881
34203,40.7289,-73.9876
34204,40.7289,-73.9875
34205,40.7289,-73.9874
34206,40.7289,-73.9872
34207,40.7289,-73.9863
34208,40.7289,-73.9851
34209,40.7289,-73.985
34210,40.7289,-73.9849
34211,40.7289,-73.9848
34212,40.7289,-73.9847
34213,40.7289,-73.9846
34214,40.7289,-73.9845
34215,40.7289,-73.9844
34216,40.7289,-73.9843
34217,40.7289,-73.9842
34218,40.7289,-73.9828
34219,40.7289,-73.9826
34220,40.7289,-73.9815
34221,40.7289,-73.9814
34222,40.7289,-73.9813
34223,40.7289,-73.9812
34224,40.7289,-73.981
34225,40.7289,-73.9809
34226,40.7289,-73.9808
34227,40.7289,-73.9788
34228,40.7289,-73.9785
34229,40.7289,-73.9784
34230,40.7289,-73.9783
34231,40.7289,-73.9782
34232,40.7289,-73.9767
34233,40.7289,-73.9766
34234,40.7289,-73.9765
34235,40.7289,-73.9762
34236,40.7289,-73.9756
34237,40.7289,-73.9754
34238,40.7289,-73.9538
34239,40.7289,-73.9537
34240,40.7289,-73.951
34241,40.7289,-73.9475
34242,40.7289,-73.898
34243,40.7289,-73.872
34244,40.7289,-73.8404
34245,40.7289,-73.7852
34246,40.729,-74.0111
34247,40.729,-74.0101
34248,40.729,-74.0097
34249,40.729,-74.0088
34250,40.729,-74.0087
34251,40.729,-74.0084
34252,40.729,-74.0071
34253,40.729,-74.007
34254,40.729,-74.0069
34255,40.729,-74.0056
34256,40.729,-74.0054
34257,40.729,-74.0053
34258,40.729,-74.0052
34259,40.729,-74.0051
34260,40.729,-74.0048
34261,40.729,-74.0043
34262,40.729,-74.0036
34263,40.729,-74.0034
34264,40.729,-74.0026
34265,40.729,-74.0025
34266,40.729,-74.0024
34267,40.729,-74.0021
34268,40.729,-74.0014
34269,40.729,-74.0012
34270,40.729,-74.0011
34271,40.729,-74.001
34272,40.729,-74.0009
34273,40.729,-74.0008
34274,40.729,-74.0006
34275,40.729,-74.0005
34276,40.729,-74.0003
34277,40.729,-73.9992
34278,40.729,-73.9982
34279,40.729,-73.9981
34280,40.729,-73.998
34281,40.729,-73.9969
34282,40.729,-73.9957
34283,40.729,-73.9954
34284,40.729,-73.9952
34285,40.729,-73.9951
34286,40.729,-73.9939
34287,40.729,-73.9937
34288,40.729,-73.9936
34289,40.729,-73.9935
34290,40.729,-73.9934
